,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,elo_scores_10_listwise,elo_scores_5nano_24,label_10_listwise,label_5nano_24,elo_5nano_distance,elo_10_distance,label_5nano_binary,label_10_binary,baseline_labels,baseline_severity,baseline_elo,bt_10listwise_4rounds,bt_10listwise_6rounds,bt_10listwise_10rounds_k64,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32,bt_10listwise_4rounds_elo,bt_10listwise_6rounds_elo,bt_10listwise_10rounds_k64_elo,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32_elo,fleiss_kappa,bt_10listwise_4rounds_elo_label,bt_10listwise_6rounds_elo_label,bt_10listwise_10rounds_k64_elo_label,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32_elo_label,BT_listwise_pred_label_EM,label_bias_lower,BT_5nano24r_pred_label_EM
1937,1937,1937,1937,1937,"Once you’ve grasped these points, the true significance of those hard-left activists’ assault on those statues becomes clear. By destroying — or trying to destroy — those statues, what they are really trying to destroy is Britain’s sense of history and, by extension, its cohesive national identity.",http://feedproxy.google.com/~r/breitbart/~3/2RH0NVHEl6Q/,Breitbart,marriage-equality,,Biased,Expresses writer’s opinion,"['hard-left', 'destroy']",1673.725556360584,1566.6798228322243,biased,biased,66.67982283222432,173.72555636058405,biased,biased,yes,0.65,1824.0,5.689106112828221,5.170358515993769,4.942582663972564,5.474389174068326,2488.298956705342,2398.183269183032,2358.6145509255834,2450.9988040355097,-0.200473712511822,biased,biased,biased,biased,biased,biased,biased
1938,1938,1938,1938,1938,"One driving force behind the record rates of youth sports officials and referees quitting is increasingly abusive and belligerent behavior by parents, including verbal abuse, threats and even fights.",https://www.foxnews.com/sports/youth-sports-officials-referees-quitting-record-rates-blaming-parents,Fox News,sport,right,Biased,No agreement,"['abusive', 'belligerent']",1293.5333267976616,1467.2347162638723,non-biased,non-biased,32.76528373612746,206.4666732023384,non-biased,non-biased,yes,0.45,1724.0,-4.187151559621089,-3.3499604056534458,-3.176358628480593,-1.2245001605139585,772.6172731055865,918.0522724921318,948.209990042039,1287.2825348796566,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
1939,1939,1939,1939,1939,"One example of a Medicaid waiver involves work rules, which require able-bodied adults to work a minimum number of hours each month or participate in an equivalent activity as a condition for continued Medicaid eligibility. ",https://www.reuters.com/article/bc-finreg-medicaid-work-requirements/medicaid-work-requirements-face-political-court-resistance-idUSKBN1Y91FP,Reuters,universal health care,center,Biased,Entirely factual,[],1115.7446122766098,1366.107800896021,non-biased,non-biased,133.892199103979,384.2553877233902,non-biased,non-biased,no,0.0,1499.0,-6.110900546042137,-6.975260079033158,-6.011431828536405,-8.565397052418337,438.4278453577326,288.2732151343437,455.7073314116258,12.038129929735303,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
1940,1940,1940,1940,1940,"One in five children are having nightmares about climate change, according to a British survey on Tuesday, as students globally stage protests over a lack of action to curb global warming.",https://www.reuters.com/article/climate-change-children/one-in-five-uk-children-report-nightmares-about-climate-change-idUSL1N2AV1FF,Reuters,blm,,Non-biased,Entirely factual,[],1265.6627259946265,1435.0650336281017,non-biased,non-biased,64.93496637189833,234.3372740053735,non-biased,non-biased,no,0.0,1499.0,-4.641835456772205,-3.734684693169234,-3.1191304577262784,-4.961859611755157,693.6305900883883,851.218818443225,958.1515415492452,638.0367002544496,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1941,1941,1941,1941,1941,"One of China’s richest men, the founder of the Alibaba retail chain, went further, pledging the personal donation of a million facemasks and 500,000 virus test kits to the United States.",https://www.reuters.com/article/apps-coronavirus/column-amid-virus-outbreak-disinformation-and-international-strains-peter-apps-idUSL8N2B92R3,Reuters,vaccine,,Non-biased,Entirely factual,[],1195.550173666803,1371.1926924093957,non-biased,non-biased,128.8073075906043,304.44982633319705,non-biased,non-biased,no,0.0,1499.0,-6.612538148004323,-4.967245163382273,-4.857017340712162,-9.0414105491178,351.2844683787896,637.1011341129849,656.2496681681206,-70.65388404148416,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1942,1942,1942,1942,1942,One of soccer's most infamous match-fixing cases was settled Thursday when a referee notorious for corrupt calls was banned for life.,https://eu.usatoday.com/story/sports/soccer/2019/01/24/fifa-bans-former-referee-for-life-for-bribery-match-fixing/38948409/,USA Today,sport,center,Non-biased,Entirely factual,[],1378.8322190571134,1472.4891232550617,non-biased,non-biased,27.510876744938287,121.16778094288657,non-biased,non-biased,yes,0.25,1624.0,-1.3814718853845138,-1.8165966273661007,-1.831295476206596,-3.251008033399956,1260.0137533092095,1184.4248435563377,1181.871391979635,935.2420601885026,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1943,1943,1943,1943,1943,"One of the bitterest cases in academe involved Steven Salaita, whose offer of a tenured faculty position at the University of Illinois was revoked in 2014 after he posted a series of tweets harshly critical of Israel.",https://www.foxnews.com/us/omar-furor-reflects-intensifying-national-debate-over-israel,Fox News,international-politics-and-world-news,right,Biased,Entirely factual,['harshly'],1366.3585801821291,1494.2221770156566,non-biased,non-biased,5.777822984343402,133.64141981787088,non-biased,non-biased,yes,0.4,1699.0,-1.9724525426397743,-1.0449335837654516,-1.814301382972891,-3.33130173117205,1157.349897966203,1318.47644424611,1184.823568346174,921.2936162388914,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
1944,1944,1944,1944,1944,One of the most common canards against immigration is the idea that illegal immigrants drive down the wages for native workers.,https://www.alternet.org/2019/01/here-are-5-of-trumps-lies-from-his-oval-office-speech-about-his-ridiculous-border-wall-demands/,Alternet,immigration,left,Non-biased,No agreement,[],1515.0778006737398,1506.0031495743922,biased,biased,6.003149574392182,15.07780067373983,biased,biased,yes,0.4,1699.0,0.1796512397972132,-0.2745038963685194,0.7964321953926978,0.419751807367721,1531.208616844403,1452.313789018484,1638.3544430676566,1572.9183574834872,-0.200473712511822,biased,non-biased,biased,biased,non-biased,non-biased,non-biased
1945,1945,1945,1945,1945,"One of the things that makes Alabama’s measure extraordinary is its radical simplicity: it simply bans all abortions, at every stage of pregnancy.",http://www.msnbc.com/am-joy/watch/georgia-alabama-push-anti-abortion-bills-to-overturn-roe-v-wade-59450437700,MSNBC,abortion,left,Non-biased,No agreement,[],1567.3165455332776,1463.6337614339377,biased,non-biased,36.36623856606229,67.31654553327758,non-biased,biased,yes,0.7,1849.0,4.440542685243116,1.0703055794893273,2.11389894156168,-0.9629843444316508,2271.401273942773,1685.9311228489908,1867.2218582485448,1332.7124852216457,0.1996841916587852,biased,biased,biased,non-biased,biased,non-biased,non-biased
1946,1946,1946,1946,1946,"One of three officers involved in the shooting death of Breonna Taylor, a Black woman killed in a hail of gunfire when drug investigators burst into her home in Louisville, Kentucky, three months ago was dismissed from the police department on Tuesday.",https://www.reuters.com/article/us-minneapolis-police-protests-kentucky/louisville-police-officer-fired-over-fatal-shooting-of-breonna-taylor-idUSKBN23V040?utm_source=twitter&utm_medium=Social,Reuters,blm,,Non-biased,Entirely factual,[],1203.2697566952882,1458.9197783438185,non-biased,non-biased,41.08022165618149,296.73024330471185,non-biased,non-biased,no,0.0,1499.0,-4.56660611985665,-4.667964928928169,-4.737073205977666,-4.296378701972607,706.6992644482548,689.0914358594365,677.0860985088615,753.6425750266565,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1947,1947,1947,1947,1947,"One person was killed when several shots were fired amid a Black Lives Matter protest in downtown Austin, Texas, on Saturday, authorities said.",https://www.reuters.com/article/us-global-race-protests-austin-idUSKCN24R06I?taid=5f1d3cc868ab860001890230&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Reuters,black lives matter,center,Non-biased,Entirely factual,[],1247.5133148497275,1428.2938305420366,non-biased,non-biased,71.70616945796337,252.48668515027225,non-biased,non-biased,no,0.0,1499.0,-5.61527671150772,-5.024392024746975,-3.809799148475856,-6.073740572303588,524.5265239329436,627.1737074934729,838.1701010628911,444.88319397466125,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1948,1948,1948,1948,1948,"One protester appeared to have been left injured in the incident, according to NBC Los Angeles.",http://feedproxy.google.com/~r/breitbart/~3/um5YGL5P03Q/,Breitbart,black lives matter,right,Non-biased,Entirely factual,[],1184.1568846427274,1298.9172498408195,non-biased,non-biased,201.08275015918048,315.8431153572726,non-biased,non-biased,no,0.0,1499.0,-6.914302741407812,-5.346717728131373,-5.135659681272997,-11.01726003132172,298.86258927922427,571.1799977513015,607.8445357960499,-413.894094918508,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1949,1949,1949,1949,1949,"Only one in five U.S. taxpayers expects to pay less income tax this year as a result of the tax reform law passed in 2017 by Republicans who promised big savings for everyday Americans, according to a Reuters/Ipsos opinion poll released on Friday.",https://www.reuters.com/article/us-usa-tax-survey/few-americans-see-savings-from-trumps-tax-reform-reuters-ipsos-poll-idUSKCN1QW1BY,Reuters,taxes,center,Non-biased,Entirely factual,[],1238.637079286062,1435.3979799709032,non-biased,non-biased,64.60202002909682,261.3629207139379,non-biased,non-biased,no,0.1,1549.0,-3.1103329877343384,-3.2323599484767915,-2.356774538327876,-3.1861639104153263,959.6798186181288,938.48156434058,1090.5863291656478,946.5066381069348,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1950,1950,1950,1950,1950,"Opposition Labour Party leader Jeremy Corbyn said on Thursday he would look at ways to help those who have already incurred large debts from university tuition fees, and would not sell off student loans to private companies.",https://www.reuters.com/article/britain-election-corbyn-students/uks-corbyn-says-labour-will-consider-student-debt-relief-idUSS8N26G098,Reuters,student-debt,center,Non-biased,Entirely factual,[],1236.8677037700922,1340.5319034131576,non-biased,non-biased,159.46809658684242,263.1322962299077,non-biased,non-biased,no,0.0,1499.0,-5.611247529191511,-4.062214833766035,-4.352790895391618,-8.248343210357518,525.2264645915484,794.3210053559503,743.8427733010822,67.11602355903074,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1951,1951,1951,1951,1951,"Opposition to immunizations was once largely limited to online bullying, but now opponents are increasingly taking their harassment tactics into the real world: aggressively following legislators and doctors and, in some cases, using physical violence.",https://www.nbcnews.com/health/kids-health/anti-vaccine-groups-take-dangerous-harassment-offline-real-world-n1096461,MSNBC,vaccines,left,Biased,No agreement,"['harassment', 'aggressively']",1494.744083104509,1531.819826409514,non-biased,biased,31.819826409514008,5.255916895491055,biased,non-biased,yes,0.4,1699.0,1.6810688855276554,0.3478719346681814,0.9026982458513366,1.8329200765786795,1792.031576273564,1560.43154465416,1656.8147467987922,1818.4108300111225,-0.200473712511822,biased,biased,biased,biased,non-biased,biased,non-biased
1952,1952,1952,1952,1952,Oprah Schools Instagram Hater With Receipts After Student Loan Diss,https://www.huffpost.com/entry/oprah-schools-instagram-hater-with-receipts-after-student-loan-diss_n_5ce2dabbe4b0e69c18efe3e2,HuffPost,student-debt,left,Non-biased,Entirely factual,[],1550.4482897877924,1498.2700201978314,biased,non-biased,1.7299798021686,50.44828978779242,non-biased,biased,no,0.0,1499.0,-1.587853990298964,-0.1785286737296394,-2.299918071015137,-1.5212710231075706,1224.1615095780403,1468.986392855085,1100.4633091714218,1235.7281556740272,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1953,1953,1953,1953,1953,Oregon first graders could attend gun safety classes at their schools under legislation pushed this year and expected to return next session. ,https://eu.usatoday.com/story/life/allthemoms/2019/04/10/gun-safety-bill-would-allow-oregon-schools-offer-class/3422019002/,USA Today,gun-control,center,Non-biased,Entirely factual,[],1113.766266720053,1257.0550279130364,non-biased,non-biased,242.9449720869636,386.2337332799471,non-biased,non-biased,no,0.0,1499.0,-5.1554464245848886,-5.580395361704558,-5.110782730045561,-11.002365901924234,604.4072264219735,530.5860350292837,612.1661048539104,-411.3067196344757,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1954,1954,1954,1954,1954,"Oscar-winning actor Leonardo DiCaprio is a vocal climate change activist, however, he has taken some heat in the past for his preference for fuel-guzzling private plane travel.",https://www.foxnews.com/entertainment/leonardo-dicaprio-greta-thunberg-leader-of-our-time,Fox News,environment,right,Biased,Somewhat factual but also opinionated,['fuel-guzzling'],1540.9442008505505,1493.4770015744407,biased,non-biased,6.522998425559308,40.94420085055026,non-biased,biased,no,0.0,1499.0,-3.4889328605891183,-1.83867817866885,-2.0946886166729266,-2.934416585433388,893.9102843660875,1180.5888852032788,1136.1153169893569,990.2396277363592,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
1955,1955,1955,1955,1955,Other European countries have also said they will strip dual nationals who joined Islamic State of citizenship.,http://feeds.reuters.com/~r/reuters/topNews/~3/6nQJrLE2CtU/denmark-to-strip-foreign-fighters-of-danish-citizenship-idUSKBN1WT1RN,Reuters,international-politics-and-world-news,center,Biased,Entirely factual,['strip'],1383.4440751326504,1421.942192574119,non-biased,non-biased,78.05780742588104,116.55592486734965,non-biased,non-biased,no,0.1,1549.0,-4.108797860357236,-4.516289061125041,-4.069244273962515,-7.510050643844004,786.2287047963858,715.4402328293507,793.0998665206702,195.37057862583424,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
1956,1956,1956,1956,1956,Other protests in 2019 included swimmers from Australia and Britain refusing to join world championship gold medalist Sun Yang on the podium because the Chinese star has been implicated in doping violations.,https://www.nbcnews.com/news/olympics/international-olympic-committee-bans-political-statements-athletes-games-n1113191?cid=public-rss_20200109,MSNBC,sport,left,Non-biased,Entirely factual,[],1085.6711196035596,1438.745430154314,non-biased,non-biased,61.25456984568586,414.3288803964404,non-biased,non-biased,no,0.0,1499.0,-6.277556780456083,-5.967363205978447,-5.035483584862645,-6.792762247907777,409.476692165432,463.3628352524249,625.2469061518995,319.97633554116965,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1957,1957,1957,1957,1957,"Other than the fact that none of the above is even close to the truth and that the entire premise of the article is the fakest of fake news, the Daily Beast has a real bombshell on its hands.",https://www.breitbart.com/the-media/2018/11/08/daily-beast-spreads-fake-news-white-nationalist-guest-white-house/,Breitbart,white-nationalism,right,Biased,Expresses writer’s opinion,['bombshell'],1706.3942848362287,1538.172752904058,biased,biased,38.17275290405792,206.39428483622876,biased,biased,yes,0.7,1849.0,6.231913307203517,5.308371682933407,5.412713325703716,6.367909470121738,2582.594224407173,2422.158611915783,2440.284611790929,2606.2191776533327,1.0,biased,biased,biased,biased,biased,biased,biased
1958,1958,1958,1958,1958,"Outraged Democrats vowed to appeal a federal judge’s ruling that could undo the US health care law known as Obamacare, saying on Saturday that they will use their new power in Congress to hold Republicans responsible and “expose their lies.”",https://www.breitbart.com/news/outraged-democrats-vow-to-challenge-court-ruling-undercutting-obamacare/,Breitbart,coronavirus,right,Biased,Somewhat factual but also opinionated,"['Outraged', 'lies']",1728.6806654366094,1526.3350188021143,biased,biased,26.33501880211429,228.6806654366094,biased,biased,yes,0.4,1699.0,2.885807275463091,2.903065561312719,2.413315294267672,3.25020870515543,2001.316070227951,2004.314141552592,1919.2358061572688,2064.6190822731664,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased
1959,1959,1959,1959,1959,"Outside an empty City Hall, more than 1,000 protesters demanding the shrinking of a police department they decry as violent and racist continued a week-old encampment.",https://www.reuters.com/article/us-minneapolis-police-new-york-idUSKBN2413CS,Reuters,black lives matter,center,Non-biased,Entirely factual,[],1436.1365121216888,1500.3345109878314,non-biased,biased,0.334510987831436,63.86348787831116,biased,non-biased,no,0.0,1499.0,-1.041542047695546,-1.589659993628974,-0.880997429309483,-1.9897178791089245,1319.0656144062443,1223.8477746658314,1346.9550711519764,1154.3506018235012,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1960,1960,1960,1960,1960,"Outside the Dream City church where Trump was speaking, police forcibly dispersed hundreds of protesters marching in an adjacent “free speech zone.”",https://www.reuters.com/article/us-usa-trump/trump-visits-arizona-amid-increase-in-coronavirus-cases-polling-worries-idUSKBN23U2YS,Reuters,blm,,Non-biased,Entirely factual,[],1324.8878905466847,1434.1227246223805,non-biased,non-biased,65.87727537761953,175.11210945331527,non-biased,non-biased,no,0.0,1499.0,-4.611291163375616,-4.065441047000927,-3.560790637746756,-4.585514199337431,698.9366773186974,793.7605547138076,881.4273099255291,703.4145946154983,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1961,1961,1961,1961,1961,"Over 70,000 women in Germany have been subjected to female genital mutilation (FGM), and a further 17,000 young girls are at risk of having the barbaric procedure being committed against them.",https://www.breitbart.com/europe/2020/02/07/female-genital-mutilation-rising-in-germany-because-of-mass-migration-says-german-doctor/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gender,right,Biased,Somewhat factual but also opinionated,['barbaric'],1638.468678359941,1562.667673917353,biased,biased,62.66767391735334,138.4686783599409,biased,biased,no,0.0,1499.0,1.761121433543121,3.3008223559075978,2.4191742106896053,4.203765636518294,1805.9381282197287,2073.4115739654244,1920.25360418606,2230.268887661762,-0.200473712511822,biased,biased,biased,biased,biased,biased,biased
1962,1962,1962,1962,1962,"Over the next six weeks, Slaoui said 30,000 subjects will be recruited to test the vaccine that could end the brutal lockdown America has gone through over the past four months.",https://thefederalist.com/2020/08/03/the-new-york-times-is-scaremongering-on-the-covid-vaccine/,Federalist,vaccine,,Biased,Somewhat factual but also opinionated,['brutal'],1434.5817069514458,1498.2108083229118,non-biased,non-biased,1.7891916770881835,65.41829304855423,non-biased,non-biased,yes,0.4,1699.0,1.317878839313001,-0.2810102971748218,-0.9642790943636068,1.2309443919572776,1728.9390030922796,1451.1835114315927,1332.4875641212882,1713.8369427827197,0.1996841916587852,biased,non-biased,non-biased,biased,non-biased,biased,non-biased
1963,1963,1963,1963,1963,"Over the past few decades, RFK Jr.’s famous name has helped him get in the door to talk to important people, and it probably isn’t long before the person who is all jacked up to meet a Kennedy realizes the guy is totally cray-cray.",https://thefederalist.com/2017/01/12/no-anti-vaxxer-robert-kennedy-jr-wont-trumps-vaccine-czar/,Federalist,vaccines,right,Biased,Expresses writer’s opinion,['cray-cray'],1578.5683051828642,1541.353061989704,biased,biased,41.35306198970397,78.56830518286415,biased,biased,yes,0.4,1699.0,3.2553357012137374,3.7760200523373695,2.505487010583828,2.477443941827992,2065.5097327119115,2155.961868914459,1935.2476732707323,1930.3760932642151,1.0,biased,biased,biased,biased,biased,biased,non-biased
1964,1964,1964,1964,1964,"Over the past three decades, the fascism of political correctness has only grown more oppressive and suffocating, but now, with the left-wing moral panic sparked by the tragic death of George Floyd while in police custody, the left is emboldened.",http://feedproxy.google.com/~r/breitbart/~3/zJi86C2JTWM/,Breitbart,marriage-equality,,Biased,Expresses writer’s opinion,"['fascism', 'oppressive', 'suffoctaing', 'panic', 'emboldened']",1807.623648807584,1592.3986361108168,biased,biased,92.39863611081682,307.623648807584,biased,biased,yes,0.75,1874.0,6.554208539217225,6.721905385579121,6.6384586115654525,8.829208195597985,2638.5826407300856,2667.714566733105,2653.2183773383995,3033.7905595692687,1.0,biased,biased,biased,biased,biased,biased,biased
1965,1965,1965,1965,1965,"Over the past week, activists, some of who are believed to be affiliated with Black Lives Matter have rioted across the country following the death of George Floyd in police custody, wreaking havoc and destruction against America’s towns, cities, and local communities. ",http://feedproxy.google.com/~r/breitbart/~3/7YGZRanZQIQ/,Breitbart,black lives matter,right,Biased,Entirely factual,[],1755.3636545571924,1579.2307745681003,biased,biased,79.23077456810029,255.3636545571924,biased,biased,yes,0.7,1849.0,5.330326569094759,5.844971433839358,4.894727300503515,6.648896534640405,2425.9725662800583,2515.3755362394286,2350.3012228119505,2655.0316302959927,-0.200473712511822,biased,biased,biased,biased,biased,biased,biased
1966,1966,1966,1966,1966,"Over the past week, President Trump's Circus Maximus of American fascism reached full bloom.",https://www.alternet.org/2020/02/trump-is-running-a-circus-of-fascism-but-dont-miss-the-destruction-hes-causing-behind-closed-doors/,Alternet,islam,,Biased,Expresses writer’s opinion,"['Circus', 'Maximus', 'fascism']",2042.416515963155,1642.74072050114,biased,biased,142.74072050114,542.416515963155,biased,biased,yes,0.85,1924.0,9.801305911196772,9.521123392300304,7.9083716379169395,9.611990059491513,3202.661229071393,3153.988540318397,2873.8248652750035,3169.7736971784293,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased
1967,1967,1967,1967,1967,"Over the past year, millions of young people have flooded the streets of cities around the world demanding political leaders take urgent steps to stop climate change, inspired by 17-year-old Swedish activist Greta Thunberg.",https://www.reuters.com/article/climate-change-children/one-in-five-uk-children-report-nightmares-about-climate-change-idUSL1N2AV1FF,Reuters,blm,,Non-biased,Entirely factual,[],1410.7198199655022,1468.0709573967802,non-biased,non-biased,31.92904260321984,89.28018003449779,non-biased,non-biased,yes,0.4,1699.0,-2.6170316305938925,-1.1147909428517715,-1.665100903292609,-3.7321838248062607,1045.3750415467211,1306.340978017501,1210.74234635516,851.6532637752273,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1968,1968,1968,1968,1968,"Overall, four million young Americans enter the workforce every year, but their job opportunities are further diminished as there are roughly two new foreign workers for every four American workers who enter the workforce.",https://www.breitbart.com/politics/2019/02/11/billionaire-kochs-back-gop-dem-plan-to-outsource-middle-class-american-jobs-2/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,middle-class,right,Non-biased,Entirely factual,[],1527.2542446967152,1533.1723930323628,biased,biased,33.172393032362834,27.254244696715205,biased,biased,yes,0.6,1799.0,1.7816174538739595,2.587397126783663,2.575341583377992,3.221038815077875,1809.4986516319927,1949.4769178617887,1947.382655470818,2059.551753353804,1.0,biased,biased,biased,biased,biased,non-biased,biased
1969,1969,1969,1969,1969,Overwhelming evidence shows that vaccination — including the flu shot — is safe. And all major medical groups urge nearly everyone over age six months to get the yearly flu vaccine.,https://www.nbcnews.com/health/cold-and-flu/millennials-least-likely-get-flu-shot-anti-vax-beliefs-may-n1116601,MSNBC,vaccines,left,Non-biased,Entirely factual,[],1485.04594341926,1497.212534629628,non-biased,non-biased,2.787465370372047,14.954056580740144,non-biased,non-biased,yes,0.75,1874.0,-2.3215203734715018,-0.9465650545523768,-2.21453683595214,-1.477491690186462,1096.7106048701403,1335.5648080181809,1115.2955488697996,1243.3334047576443,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1970,1970,1970,1970,1970,Owens defended herself Friday by insisting that her blackness was credential enough to claim expertise in domestic terrorism.,https://www.alternet.org/2019/09/why-do-republicans-keep-inviting-candace-owens-to-testify-on-white-nationalism/,Alternet,white-nationalism,left,Biased,Somewhat factual but also opinionated,['claim'],1464.8531525482335,1563.2712923092386,non-biased,biased,63.27129230923856,35.14684745176646,biased,non-biased,yes,0.55,1774.0,1.069008630704906,0.3001088424728784,-0.4371026793111993,4.60963155990902,1685.7058197688368,1552.134245702537,1424.0674873400078,2300.775020030226,0.1996841916587852,biased,biased,non-biased,biased,non-biased,biased,biased
1971,1971,1971,1971,1971,"Owens, who said in her opening remarks that she is a Democrat who supports President Donald Trump, said Democrat policies have harmed blacks.",https://www.breitbart.com/politics/2019/04/09/candace-owens-white-nationalism-hearing-biggest-scandal-democrats-keeping-minorities-perpetual-victims/,Breitbart,white-nationalism,right,Non-biased,Entirely factual,[],1625.579076018335,1500.4267274970166,biased,biased,0.4267274970165999,125.57907601833494,biased,biased,no,0.0,1499.0,0.522689153917312,1.977552927958073,0.0345118836439942,-0.4977173277595739,1590.8004061187871,1843.536129713524,1505.9953282506694,1413.537644402554,0.1996841916587852,biased,biased,biased,non-biased,non-biased,non-biased,non-biased
1972,1972,1972,1972,1972,"Oxford chose ""climate emergency"" as the word of the year from a short list of words that were all related to the environment, such as climate crisis, eco-anxiety, ecocide, global heating and climate action.",https://eu.usatoday.com/story/news/nation/2019/11/21/climate-emergency-oxford-dictionarys-word-year/4263945002/,USA Today,environment,center,Non-biased,Entirely factual,[],1175.6001064341033,1374.941333523073,non-biased,non-biased,125.0586664769271,324.3998935658967,non-biased,non-biased,no,0.0,1499.0,-7.38453976775835,-4.491640032837957,-5.590408292288925,-7.60454587570592,217.174050986971,719.7222076170939,528.8466108290954,178.95507552031472,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1973,1973,1973,1973,1973,"Pained and angry religious leaders warned Fort Worth, Texas, police they would scrutinize the investigation of an officer who shot and killed a 28-year-old black woman inside a home where, a family lawyer said, she had been playing video games with her 8-year-old nephew.",https://www.reuters.com/article/us-texas-shooting-police/outraged-fort-worth-leaders-ask-why-police-shot-black-woman-inside-home-idUSKBN1WS0JK,Reuters,blm,,Non-biased,Entirely factual,[],1434.3767207208507,1466.517502195127,non-biased,non-biased,33.48249780487299,65.6232792791493,non-biased,non-biased,no,0.0,1499.0,-4.054791957254147,-2.360368823318208,-2.55515717525402,-2.4833473819307947,795.6104910795351,1089.9619379105725,1056.1237353566717,1068.5983741514274,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
1974,1974,1974,1974,1974,"Palmer had been using the power of deputization to create a private armed force comprised of his political supporters—and he gave them tremendous powers, including the ability to harass his enemies.",https://www.alternet.org/2020/05/how-a-constitutionalist-oregon-sheriff-rules-his-rural-county-like-a-personal-fiefdom/,Alternet,gun-control,left,Biased,No agreement,"['tremendous', 'harass']",1560.8142804958457,1530.5181114755137,biased,biased,30.518111475513702,60.81428049584565,biased,biased,yes,0.6,1799.0,3.838398983678025,1.1154211065158337,1.6626833079489398,2.435104118598852,2166.7981991817664,1693.7684926232982,1788.837674317948,1923.020912626945,0.1996841916587852,biased,biased,biased,biased,non-biased,biased,non-biased
1975,1975,1975,1975,1975,"'Pandemic Apprentice': Deprived of rallies to inflate his ego, Trump muscles in on sickness and death",https://www.alternet.org/2020/04/pandemic-apprentice-deprived-of-rallies-to-inflate-his-ego-trump-muscles-in-on-sickness-and-death/,Alternet,gun control,left,Biased,Somewhat factual but also opinionated,"['ego', 'muscles', 'in']",1788.8906401999925,1634.3081412903196,biased,biased,134.30814129031955,288.8906401999925,biased,biased,yes,0.85,1924.0,8.507690891257988,5.2999724562800505,5.122634832016617,9.00464116415605,2977.937283124761,2420.69951680066,2389.892816140083,3064.266387644738,1.0,biased,biased,biased,biased,biased,biased,biased
1976,1976,1976,1976,1976,"Parent borrowing is a sacrifice many black parents make to pay for their children’s college education, and it is especially prevalent among families whose children attend historically black colleges and universities.",https://eu.usatoday.com/story/news/education/2019/10/10/student-loans-financial-aid-debt-parent-plus-loan-college-hbcu/3916173002/,USA Today,student-debt,center,Biased,Somewhat factual but also opinionated,['black'],1461.3284029663694,1499.668700541516,non-biased,non-biased,0.3312994584839543,38.67159703363063,non-biased,non-biased,yes,0.45,1724.0,-2.115270475737589,-2.0216991189061444,-1.7892189076855425,-1.1521726394220178,1132.5398818617196,1148.7948914361582,1189.180840590082,1299.847112199645,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
