,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,elo_scores_10_listwise,elo_scores_5nano_24,label_10_listwise,label_5nano_24,elo_5nano_distance,elo_10_distance,label_5nano_binary,label_10_binary,baseline_labels,baseline_severity,baseline_elo,bt_10listwise_4rounds,bt_10listwise_6rounds,bt_10listwise_10rounds_k64,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32,bt_10listwise_4rounds_elo,bt_10listwise_6rounds_elo,bt_10listwise_10rounds_k64_elo,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32_elo,fleiss_kappa,bt_10listwise_4rounds_elo_label,bt_10listwise_6rounds_elo_label,bt_10listwise_10rounds_k64_elo_label,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32_elo_label,BT_listwise_pred_label_EM,label_bias_lower,BT_5nano24r_pred_label_EM,5mini_baseline_contin,5baseline_contin_bias,10listwise3_bt,10listwise3_elo,10listwise3_theta,10listwise3_nano_bt,10listwise3_nano_theta,10listwise3_nano_elo
1507,1507,1507,1507,1507,1507,"It would take a year to 18 months to fully validate any potential vaccine, the AP added, citing public health officials.",https://www.reuters.com/article/us-health-coronavirus-usa-vaccine/u-s-clinical-trial-for-coronavirus-vaccine-to-begin-monday-ap-idUSKBN213003,Reuters,vaccine,,Non-biased,Entirely factual,[],1089.2807423317097,1245.3035131271956,non-biased,non-biased,254.6964868728044,410.7192576682903,non-biased,non-biased,no,0.0,1499.0,-7.722122929568315,-6.866263576871402,-5.776024880987711,-12.115424926303644,158.52984924396287,307.2078469085864,496.60170674046014,-604.6648765627137,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.0,1181.4863261962532,-27.63098080637323,0.4469334993772607,-8.637085730946826,1269.1669916723042
1508,1508,1508,1508,1508,1508,It seems as if things may be coming to a head as we launch into what I fervently hope will be the last year of this bizarre and disturbing political ordeal.,https://www.alternet.org/2020/01/australias-climate-carnage-is-an-urgent-warning-to-america-and-the-world/,Alternet,black lives matter,left,Biased,Somewhat factual but also opinionated,"['bizarre', 'disturbing', 'ordeal']",1615.442028217584,1498.224675562092,biased,non-biased,1.7753244379080115,115.44202821758404,non-biased,biased,no,0.0,1499.0,0.2786666268686835,1.0429157844139356,0.6220116029217885,-0.930114519231282,1548.4093513358646,1681.1730281043094,1608.0544827314918,1338.4225587039032,0.1996841916587852,biased,biased,biased,non-biased,non-biased,biased,non-biased,0.8,biased,0.697543605234752,1485.2972480368096,2.189043380439179,0.6751842007197957,1.0631833462915479,1485.2972480368096
1509,1509,1509,1509,1509,1509,It’s a mafia state. There’s no control. There’s no regulation. The system is full of legalized bribery. The electoral process is corrupt as well. The courts are stacked with right-wing ideologues.,https://www.alternet.org/2020/07/gangster-capitalist-trump-is-running-a-mafia-state-and-things-are-about-to-get-worse-pulitzer-prize-winning-journalist/,Alternet,black lives matter,left,Biased,Expresses writer’s opinion,"['mafia', 'state']",1955.8801356358351,1641.7369216842735,biased,biased,141.7369216842735,455.88013563583513,biased,biased,yes,0.8,1899.0,7.747079456534907,8.65181139062912,8.084755945195361,9.704632457055896,2845.805543535661,3002.9735781671707,2904.465957813142,3185.867329999429,-0.200473712511822,biased,biased,biased,biased,biased,biased,biased,0.95,biased,0.9187982522985367,1701.186763879241,11.647690664097192,0.9516532165279342,12.812649302295815,1673.6036565014379
1510,1510,1510,1510,1510,1510,It’s a new decade and women now hold more jobs than men but they also still hold onto the majority of household duties.,https://eu.usatoday.com/story/news/nation/2020/02/14/gender-equality-millennial-men-still-dont-do-laundry-house-cleaning/4748860002/,USA Today,gender,center,Non-biased,Somewhat factual but also opinionated,[],1328.6759311550484,1435.562255695249,non-biased,non-biased,64.43774430475105,171.32406884495165,non-biased,non-biased,yes,0.6,1799.0,-2.595994442239696,-3.048220968820897,-2.981079833693348,-3.32912105560908,1049.029575473516,970.46978144772,982.133391245566,921.6724383844193,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.2,non-biased,0.5940205372011089,1459.3079396139585,-2.23657298173411,0.5133811601710869,-5.81317243971935,1324.572286153795
1511,1511,1511,1511,1511,1511,"It’s a strange fact of our moment that President Trump has claimed to have “plans” (or “a method”) for annihilating millions of innocent people, possibly most of the population of Afghanistan.",https://www.alternet.org/2020/01/a-beleaguered-trump-continues-to-mull-over-just-how-to-end-americas-endless-wars-while-seemingly-expanding-them-further/,Alternet,islam,,Biased,Expresses writer’s opinion,"['strange', 'claimed', 'annihilating', '""plans""', '""a', 'method""']",2061.286163959163,1627.1272390056026,biased,biased,127.12723900560265,561.2861639591629,biased,biased,yes,0.8,1899.0,13.510717747653333,7.87119558719022,9.363573221109752,8.107522638203264,3847.052065743269,2867.366723799176,3126.619272330009,2908.420937470949,1.0,biased,biased,biased,biased,biased,biased,biased,0.95,biased,0.912630672265645,1673.6036565014379,11.38402630766884,0.9457888411559485,12.56342325942455,1645.7760129605822
1512,1512,1512,1512,1512,1512,"It’s a trap because a college education doesn’t guarantee a good job. For years, the return on investment for higher education has steadily declined. More than 40 percent of recent college graduates are underemployed and work in jobs that do not require a college education.",https://thefederalist.com/2020/01/23/americans-need-to-stop-hurrying-young-people-into-student-debt-slavery/,Federalist,student-debt,right,Non-biased,Entirely factual,[],1495.5634893468846,1531.4770558925693,non-biased,biased,31.477055892569297,4.43651065311542,biased,non-biased,yes,0.6,1799.0,-0.8263396154714937,-0.290036183059802,-0.9380180007403426,0.1895527339385552,1356.45010592907,1449.6155544579387,1337.0495833410196,1532.9286825516758,0.1996841916587852,non-biased,non-biased,non-biased,biased,non-biased,non-biased,non-biased,0.7,biased,0.7713860680406155,1594.8318595222268,5.345812377186824,0.6151412688305483,-1.488539790094096,1538.9358319184414
1513,1513,1513,1513,1513,1513,"It’s all part of an endless, dehumanizing Fox News campaign to silence opponents, and specifically to silence and intimidate Democratic women.",https://www.alternet.org/2019/04/fox-news-is-doing-to-ilhan-omar-and-alexandria-ocasio-cortez-exactly-what-it-did-to-hillary-clinton/,Alternet,gender,left,Biased,Expresses writer’s opinion,"['endless', 'dehumanizing', 'intimidate']",1743.7538564784068,1612.768666263685,biased,biased,112.76866626368496,243.7538564784068,biased,biased,yes,0.8,1899.0,6.590562091078455,5.619771233914626,5.286157637930839,8.49757082299723,2644.897899518452,2476.2542545791,2418.2996370496367,2976.1792472039087,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased,0.95,biased,0.9267308739026431,1703.6938871819555,11.986810636417301,0.8870546152685351,10.06731791648321,1621.951434189641
1514,1514,1514,1514,1514,1514,"It’s also hard to imagine many people emulating the strategically directed, war-painted looters in the Boston Tea Party of 1773 now by breaking into headquarters or warehouses of big pharma conglomerates such as Pfizer, Inc. and dumping their over-priced, corruptly protected  products into rivers. ",https://www.alternet.org/2020/06/the-die-is-cast-can-the-republic-be-saved/,Alternet,black lives matter,left,Biased,Expresses writer’s opinion,"['war-painted', 'looters', 'corruptly']",1771.4256285031809,1575.946928050639,biased,biased,75.94692805063892,271.42562850318086,biased,biased,yes,0.65,1824.0,4.765783225667832,5.697087595003279,4.693006385117885,8.365334941523196,2327.901342741848,2489.685482171757,2315.25871063737,2953.2075217503943,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased,0.86,biased,0.8740141363149325,1702.3350614838714,9.733167454660482,0.928391887903699,11.824082145998103,1674.9981510653104
1515,1515,1515,1515,1515,1515,It’s also true that in no time in modern American history has a president’s disposition and rhetoric conflicted more dramatically with the outcomes of his administration. But that has been a net win for the Constitution.,https://thefederalist.com/2018/06/27/was-gorsuch-worth-a-trump-presidency-its-starting-to-look-that-way/,Federalist,trump-presidency,right,Biased,Expresses writer’s opinion,['dramatically'],1498.6008864165733,1500.4061146742877,non-biased,biased,0.4061146742876644,1.399113583426697,biased,non-biased,yes,0.6,1799.0,1.520042617863069,0.6711194950617575,0.4444503341785598,-0.5491984842135044,1764.0584484782817,1616.5853973612072,1577.208931045522,1404.594451534578,0.1996841916587852,biased,biased,biased,non-biased,non-biased,biased,non-biased,0.6,biased,0.7154433779665235,1595.1365503019395,2.954259564480081,0.6752025742702459,1.063964191135497,1458.3771615785104
1516,1516,1516,1516,1516,1516,It’s also why attempts to portray pro-lifers as racists smack of disingenuousness.,https://thefederalist.com/2019/09/27/stop-blaming-pro-lifers-for-the-lefts-racism/?utm_source=The+Federalist+List&utm_campaign=22f3c24165-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-22f3c24165-83771301,Federalist,abortion,right,Biased,Expresses writer’s opinion,['smack'],1623.1197275125194,1499.157180408622,biased,non-biased,0.8428195913779746,123.11972751251938,non-biased,biased,yes,0.3,1649.0,0.3139451897018043,1.4023488967090405,1.3917819062451684,1.221607084655122,1554.5378654030253,1743.61295501754,1741.7772807580263,1712.2148863678551,0.1996841916587852,biased,biased,biased,biased,non-biased,biased,non-biased,0.7,biased,0.7539351636782599,1621.986919237394,4.599785338501464,0.6946590692532064,1.8908323476167523,1484.565774392441
1517,1517,1517,1517,1517,1517,"It’s Dr. Martin Luther King, Jr. Day, and for several hours now countless mostly white, mostly male pro-gun, anti-gun control activists have been marching throughout the streets of Richmond, Virginia, claiming to merely be exercising their Second Amendment rights. ",https://www.alternet.org/2020/01/virginia-gun-rally-sparks-questions-of-racism-and-privilege-can-you-imagine-a-group-of-black-men-walking-around-with-masks-and-guns/#.XiYfKQuWzhU.twitter,Alternet,gun control,left,Biased,Somewhat factual but also opinionated,['claiming'],1562.499046961446,1528.039747560196,biased,biased,28.03974756019602,62.49904696144608,biased,biased,yes,0.25,1624.0,-1.2836244086876532,0.3316486338496816,0.648621097660791,2.798595446881256,1277.011600988251,1557.6132686446674,1612.6770254240446,1986.1658238640373,0.1996841916587852,non-biased,biased,biased,biased,non-biased,biased,biased,0.6,biased,0.7587273491653873,1543.2736160786535,4.804651508962216,0.7113190477535919,2.5988532795315407,1488.3535982822893
1518,1518,1518,1518,1518,1518,"It’s no exaggeration to say that everything that Trump has done since then has been a pathetic effort to nuh-uh the hecklers and prove that he’s no #BunkerBoy, but a big, tough guy who will totally kick your ass without breaking a sweat. He’ll shove the White House doctor out to tell some more lies about Trump’s health, if that’s what it takes.",https://www.alternet.org/2020/06/bunker-boy-trump-thinks-he-can-edit-reality-like-tv-show/,Alternet,trump-presidency,left,Biased,Expresses writer’s opinion,"['exaggeration', 'nuh-uh', 'kick', 'your', 'ass', 'lies', 'pathetic', 'tough', 'guy', 'without', 'breaking', 'a', 'sweat']",1704.490658647234,1599.3043760167857,biased,biased,99.30437601678544,204.4906586472339,biased,biased,yes,0.8,1899.0,5.538511108359372,5.867157716433802,5.620436584809275,8.218754975664998,2462.137924928136,2519.229688281313,2476.3698378679305,2927.743973618481,1.0,biased,biased,biased,biased,biased,biased,biased,0.95,biased,0.9668217656199467,1809.9683001606024,13.700698272558036,0.9713319078614842,13.648960428178784,1809.082344637733
1519,1519,1519,1519,1519,1519,"It’s no surprise that her focus on policy has catapulted Warren back into serious contention. Digging into policy solutions for overlooked problems and explaining it in digestible soundbites is what she has done since the publication of her first book, “As We Forgive Our Debtors,” an empirical study of bankruptcy that completely changed how academics viewed the issue.",https://www.huffpost.com/entry/elizabeth-warren-has-a-plan-for-that_n_5d279e9ee4b0060b11e9a22e,HuffPost,student-debt,left,Non-biased,Somewhat factual but also opinionated,[],1638.167885393037,1497.131848254356,biased,non-biased,2.8681517456439,138.16788539303707,non-biased,biased,yes,0.6,1799.0,-0.1232661109838057,1.9920578883794304,1.34520934850938,-0.8457991537363867,1478.5864832776238,1846.0558994220123,1733.6867988249169,1353.0696378935388,0.1996841916587852,non-biased,biased,biased,non-biased,non-biased,non-biased,non-biased,0.4,non-biased,0.6929895243404629,1513.9929841534547,1.9943561932909344,0.7563433414113451,4.512309671664928,1511.657415320351
1520,1520,1520,1520,1520,1520,"It’s no exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with melodramatic liars and grifters.",https://www.alternet.org/2020/05/how-the-religious-rights-war-against-abortion-is-built-on-lies-grifting-and-bullying/,Alternet,abortion,left,Biased,Expresses writer’s opinion,"['tip', 'to', 'toe', 'melodramatic', 'liars', 'grifters', 'from', 'stuffed']",1894.8612434504064,1657.2596272138142,biased,biased,157.25962721381416,394.8612434504066,biased,biased,yes,0.75,1874.0,7.9086019477379805,6.94463947173873,6.203791560114847,10.116606204077575,2873.864874188765,2706.407440553457,2577.7089765743376,3257.4345000076373,1.0,biased,biased,biased,biased,biased,biased,biased,0.95,biased,0.9506427039837043,1756.277071347236,13.009042574345,0.8883037240442677,10.120402928533895,1730.310547658522
1521,1521,1521,1521,1521,1521,"It’s not a huge deal that an eccentric, pro-Trump activist clumsily used a bad analogy in a local speech. The analogy is bad enough, however, that it certainly shouldn’t be on the president’s Twitter feed.",https://thefederalist.com/2020/05/29/a-tweet-trump-should-actually-delete/,Federalist,trump-presidency,right,Biased,Expresses writer’s opinion,"['pro-Trump', 'clumsily', 'eccentric', 'bad']",1480.2273068799225,1492.7823590847408,non-biased,non-biased,7.217640915259153,19.772693120077747,non-biased,non-biased,yes,0.25,1624.0,-1.273263798394363,-1.1801881883643404,-0.7807999167821673,-1.0024352475889595,1278.8114233400613,1294.9803128743886,1364.361161868395,1325.859161402718,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased,0.35,non-biased,0.6819885503430749,1433.4343138135237,1.5240640019229044,0.6295649709997391,-0.8755568230839335,1489.331606215289
1522,1522,1522,1522,1522,1522,It’s not taxpayers’ fault that someone spent a lot of money she doesn’t have without a clear vision for how that degree could improve her later financial prospects.,https://thefederalist.com/2019/06/26/taking-student-debt-pursue-degree-consensual-choice/,Federalist,student-debt,right,Non-biased,Expresses writer’s opinion,[],1461.002555579522,1499.673103331569,non-biased,non-biased,0.3268966684306633,38.99744442047813,non-biased,non-biased,yes,0.45,1724.0,-0.7212398080062197,-1.0912755923726518,-1.0173003335467703,-0.3685112908349893,1374.7078125015753,1310.426012798742,1323.27683148092,1435.983031948528,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.4,non-biased,0.6025989977750952,1513.53718656935,-1.8698433609876088,0.5750088932793367,-3.1940979297438954,1433.6755858059792
1523,1523,1523,1523,1523,1523,It’s one of the most common forms of political pornography among the online Left.,http://feedproxy.google.com/~r/breitbart/~3/MBTkPPu9uSo/,Breitbart,gun control,right,Biased,Expresses writer’s opinion,"['political', 'pornography']",1593.6349372789211,1622.8634957706777,biased,biased,122.86349577067767,93.63493727892114,biased,biased,yes,0.55,1774.0,5.333542453329651,4.59996029395514,4.4643854843516815,7.073588120314396,2426.53122259112,2299.094949055511,2275.543192377165,2728.808115163575,1.0,biased,biased,biased,biased,biased,biased,biased,0.9,biased,0.9140773066365382,1648.6035797139605,11.445869999741666,0.9006147903533722,10.64360244171666,1702.3350614838714
1524,1524,1524,1524,1524,1524,"It’s only a matter of time, the argument goes, before the Roe v. Wade precedent is struck down at the hands of five conservative justices, two of whom are on the high court thanks to Trump.",,MSNBC,abortion,left,Biased,Expresses writer’s opinion,"['struck', 'down']",1463.6136988667113,1498.7356134096697,non-biased,non-biased,1.2643865903303322,36.386301133288725,non-biased,non-biased,yes,0.45,1724.0,-0.6793130401008903,0.7935180963621968,1.4322453883755504,-0.0852155181255819,1381.9912380797043,1637.84821221619,1748.8065075611526,1485.1965482822134,0.1996841916587852,non-biased,biased,biased,non-biased,non-biased,biased,non-biased,0.6,biased,0.653963806521279,1485.2972480368096,0.3260047948373067,0.7360293883937212,3.6490009977624713,1485.924600090525
1525,1525,1525,1525,1525,1525,"It’s paramount now, as Fox News and the right-wing noise machine try to take down a new generation of Democratic women leaders, that everyone understands the strategy in play.",https://www.alternet.org/2019/04/fox-news-is-doing-to-ilhan-omar-and-alexandria-ocasio-cortez-exactly-what-it-did-to-hillary-clinton/,Alternet,gender,left,Biased,Expresses writer’s opinion,"['right-wing', 'noise', 'machine']",1615.2752946498042,1533.947077328491,biased,biased,33.94707732849133,115.2752946498042,biased,biased,yes,0.55,1774.0,3.184085140963385,1.6407595463420763,2.997367272188701,4.6216620438377465,2053.1322426522142,1785.0291268425783,2020.696026619582,2302.864929144175,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased,0.85,biased,0.8321342883374846,1621.2264308735766,7.942801848474138,0.8468915240524743,8.360454412984929,1538.9358319184414
1526,1526,1526,1526,1526,1526,"It’s the golden age of women in science, technology, engineering and mathematics.",https://www.today.com/popculture/all-women-s-super-bowl-ad-helping-close-stem-gender-t173003,MSNBC,gender,left,Non-biased,Somewhat factual but also opinionated,[],1328.9168735129226,1435.4051889218683,non-biased,non-biased,64.59481107813167,171.08312648707738,non-biased,non-biased,no,0.0,1499.0,-0.7221159045900157,-1.686606230034151,-2.090200614396296,-4.682810891647804,1374.5556189367924,1207.0064884610088,1136.8949628387609,686.5124279843649,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.3,non-biased,0.605181749205821,1512.6341584553707,-1.7594306074983874,0.5432574286047591,-4.543481520366995,1540.4618019962263
1527,1527,1527,1527,1527,1527,"Italy has deported several radical imams in recent years, including a Tunisian earlier this year who came into the country illegally and declared to police that he would not only kill them but he would eat their corpses as well.",https://www.breitbart.com/europe/2019/11/23/italy-to-deport-imam-who-beat-children-at-religious-school/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,Non-biased,Entirely factual,[],1706.6970189324747,1598.199725128614,biased,biased,98.19972512861408,206.69701893247475,biased,biased,no,0.0,1499.0,0.6165173022224331,4.387070537320147,2.072432323535711,7.007301046359163,1607.1000249412327,2262.112210431389,1860.0183688917973,2717.292870987467,-0.200473712511822,biased,biased,biased,biased,biased,non-biased,biased,0.7,biased,0.8678053788436285,1594.4038118595909,9.467742760670165,0.8713870647837701,9.401473498089237,1647.4150436875073
1528,1528,1528,1528,1528,1528,"It's all very well to tell city residents not to line their trash cans with plastic bags, but washing out a kitchen receptacle every couple of days after use because it doesn't have a plastic liner will takes its toll on water supplies.",https://www.nbcnews.com/news/latino/mexico-city-s-plastic-bag-ban-takes-effect-some-rethink-n1109436?cid=public-rss_20200102,MSNBC,environment,left,Non-biased,Somewhat factual but also opinionated,[],1460.612617542627,1433.9705589333862,non-biased,non-biased,66.0294410666138,39.38738245737295,non-biased,non-biased,yes,0.5,1749.0,-1.9638475004291465,-2.0281936968059644,-2.204876791906796,-3.283403895730782,1158.8447469056512,1147.666667698485,1116.9736703993335,929.6143224897926,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.15,non-biased,0.5252599130118135,1352.155393531598,-5.176093122177587,0.45452202834029215,-8.314586074170942,1347.5611161783609
1529,1529,1529,1529,1529,1529,"It's also a function of the moral hazard that allows a plutocrat like Donald Trump to gain control over a so-called democracy with the goal of funneling resources (through tax policies, government subsidies and other laws) to themselves and other members of his class, while denying resources and opportunities to the vast majority of Americans.",https://www.alternet.org/2020/03/trumps-death-cult-finally-says-it-time-to-kill-the-useless-eaters-for-capitalism/,Alternet,taxes,left,Biased,Expresses writer’s opinion,"['plutocrat', 'so-called']",1741.9204676293675,1602.2093281826212,biased,biased,102.20932818262122,241.9204676293677,biased,biased,yes,0.8,1899.0,6.33983270202916,5.871792318957215,5.991712042530029,8.941158105697443,2601.341743472419,2520.0348012020067,2540.866990889622,3053.238250851573,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased,0.9,biased,0.8757603216409243,1649.751877318591,9.807816965121138,0.8462894050242624,8.334865371830503,1593.1928287953017
1530,1530,1530,1530,1530,1530,"It's hard to describe what is actually happening in this country without sounding hyperbolic. But this is where we are: Republicans under Trump have whipped themselves into a racist hysteria, and have decided nothing short of straight-up warfare on American cities can make the world right again.",https://feeds.feedblitz.com/~/630693404/0/alternet_all~Trump-and-the-GOP-are-desperately-launching-a-war-on-American-cities/,Alternet,black lives matter,left,Biased,Expresses writer’s opinion,"['racist', 'hysteria']",1941.463605419152,1610.4110829833164,biased,biased,110.41108298331642,441.46360541915215,biased,biased,yes,0.7,1849.0,7.024439710378847,8.2535994618515,8.148292841605175,9.941214393512418,2720.270161871844,2933.797080848702,2915.503447216358,3226.9658218078503,1.0,biased,biased,biased,biased,biased,biased,biased,0.95,biased,0.963249462883961,1702.3350614838714,13.547982151027735,0.9539854535877713,12.911765435999946,1756.4991604724526
1531,1531,1531,1531,1531,1531,It's long past time to stop excusing Donald Trump's racist trolling as the accidental bumblings of an idiot who doesn't know better.,https://www.alternet.org/2020/06/trump-thinks-white-supremacist-trolling-is-his-path-to-re-election/,Alternet,black lives matter,left,Biased,Expresses writer’s opinion,"['bumblings', 'racist', 'trolling', 'idiot']",1817.6260036905333,1602.28447064397,biased,biased,102.28447064397004,317.62600369053325,biased,biased,yes,0.65,1824.0,5.389079533822579,5.624806494660418,5.961816326890468,6.624074113842933,2436.1790016307577,2477.128968961837,2535.6735731556973,2650.719534144064,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased,1.0,biased,0.9134380990817149,1675.9404901325215,11.418543844642294,0.8927442321996326,10.309117020947879,1649.5651016484105
1532,1532,1532,1532,1532,1532,"It's no exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with liars and grifters.",https://www.alternet.org/2020/05/how-the-religious-rights-war-against-abortion-is-built-on-lies-grifting-and-bullying/,Alternet,marriage-equality,,Biased,Expresses writer’s opinion,"['tip', 'to', 'toe', 'liars', 'grifters', 'stuffed']",1764.6787784396747,1578.627702564043,biased,biased,78.62770256404292,264.6787784396747,biased,biased,yes,0.8,1899.0,3.420244572036479,5.920721864207913,6.138804753828314,9.053910211227358,2094.1573377579966,2528.5347338037723,2566.4196120276347,3072.8252977534185,1.0,biased,biased,biased,biased,biased,biased,biased,0.95,biased,0.9427667996389983,1675.9404901325215,12.67234726771523,0.8564917492052323,8.768447758179839,1623.1352168420244
1533,1533,1533,1533,1533,1533,"It's not clear at how or why Mary Trump could have broken the law, as the president claimed, when she turned over records of her family's taxes in her possession to the New York Times.",https://feeds.feedblitz.com/~/630695692/0/alternet_all~Trump-lets-loose-a-fiery-outburst-at-his-niece-Mary-Trump-in-a-Twitter-tirade/,Alternet,taxes,left,Biased,Entirely factual,['claimed'],1419.1430725543216,1432.1221277009345,non-biased,non-biased,67.87787229906553,80.85692744567837,non-biased,non-biased,yes,0.3,1649.0,-1.4854860942205388,-2.351375642521347,-2.943391561608061,-4.516450977095023,1241.9446345344024,1091.5242134285063,988.6805146852096,715.4121051444325,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased,0.35,non-biased,0.5359042451632818,1486.9362787637347,-4.721047387649742,0.4769476916501104,-7.361533281512331,1295.7678994779196
1534,1534,1534,1534,1534,1534,"It's not just governments and international organizations that have lined up to express dismay at Trump's move. Experts, entrepreneurs and others have also been quick to condemn the announcement.",https://www.nbcnews.com/news/world/global-criticism-grows-trump-move-end-who-funding-amid-pandemic-n1184146,MSNBC,coronavirus,left,Biased,Somewhat factual but also opinionated,[],1456.6870225795822,1464.4360954054002,non-biased,non-biased,35.56390459459976,43.31297742041784,non-biased,non-biased,no,0.15,1574.0,0.1963449900352986,-2.0115414973059407,-1.92221662922856,-3.8734512236014833,1534.1086182886718,1150.55945104025,1166.076769961347,827.1126030673908,-0.200473712511822,biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased,0.3,non-biased,0.6158444294320636,1459.108635222879,-1.3036004918516468,0.5482309926636972,-4.332113452883248,1324.0870094686684
1535,1535,1535,1535,1535,1535,"It's perverse that any other governor would follow Abbott's lead, for he presides over a health care disaster.",https://feeds.feedblitz.com/~/629240450/0/alternet_all~The-GOP%e2%80%99s-grotesque-plan-to-cope-with-COVID/,Alternet,universal health care,left,Biased,Expresses writer’s opinion,"['perverse', 'disaster']",1839.2438034079173,1590.5691832748862,biased,biased,90.5691832748862,339.24380340791754,biased,biased,yes,0.65,1824.0,3.02225198415264,4.876471899686461,4.348223198384876,5.373421454099604,2025.018943855458,2347.129934876039,2255.363736456904,2433.458914582402,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased,0.9,biased,0.8401480678884854,1623.8322864185845,8.285391327103515,0.7820661882016767,5.6054871902055785,1649.751877318591
1536,1536,1536,1536,1536,1536,"Ivanka Trump, President Trump’s daughter and a White House senior adviser, lauded her father’s economy and said the majority of Americans ideologically believe differently than Rep. Alexandria Ocasio-Cortez, D-N.Y., in an interview with Fox News host Steve Hilton.",https://www.foxnews.com/politics/ivanka-trump-challenges-ocasio-cortez-platform-says-americans-dont-want-guaranteed-minimum,Fox News,middle-class,right,Non-biased,Entirely factual,[],1353.1921764740205,1439.228977793175,non-biased,non-biased,60.77102220682468,146.80782352597953,non-biased,non-biased,no,0.0,1499.0,-1.6886846065582235,-3.2042274399638915,-1.8347876105868173,-5.058131694268901,1206.64543747872,943.3686816242796,1181.264746103077,621.312526575628,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.4752723984490175,1325.0630192760896,-7.313061882431015,0.6098800685725412,-1.712131909950571,1434.903054868818
1537,1537,1537,1537,1537,1537,"J&J said in January that it had started work on developing a vaccine for the coronavirus, which has killed more than 1000 people in China.",https://www.reuters.com/article/us-china-health-johnson-johnson/johnson-johnson-partners-with-u-s-agency-to-develop-coronavirus-vaccine-idUSKBN2052PG?feedType=RSS&feedName=topNews,Reuters,vaccine,,Non-biased,Entirely factual,[],1244.2234515533628,1389.507189045293,non-biased,non-biased,110.492810954707,255.7765484466372,non-biased,non-biased,no,0.0,1499.0,-2.5823563423096174,-4.957096733366911,-5.82458609634366,-8.34345949340727,1051.3987560908272,638.8640969752461,488.16575959501847,50.59263281196877,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.23824713483879925,1377.0625724307963,-17.44590381618165,0.41540664237277425,-9.976923875164369,1294.5498843504445
1538,1538,1538,1538,1538,1538,J.K. Rowling is responding to the backlash she’s receiving from many on social media and beyond following a number of tweets she recently sent referencing the transgender community.,https://www.foxnews.com/entertainment/j-k-rowling-domestic-sexual-abuse-survivor-backlash-transgender,Fox News,marriage-equality,,Non-biased,Entirely factual,[],1257.0852535299273,1427.4197752907323,non-biased,non-biased,72.58022470926767,242.9147464700727,non-biased,non-biased,no,0.0,1499.0,-6.92062214053931,-5.200142795976421,-4.348017827605861,-7.55944789008542,297.76479721052283,596.6426714393971,744.6719401015241,186.7893980402889,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.5180990031504105,1379.4915706225606,-5.482222378705943,0.4260321394655185,-9.525358205167343,1321.166544827011
